date,year,region,measures,unit,index_value
1996-04,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
1996-04,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1996-04,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
1996-04,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1996-05,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",90.8
1996-05,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.8
1996-05,1996,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.4
1996-05,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",89.7
1996-05,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",89.5
1996-05,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",107
1996-05,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",107.2
1996-05,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",106.9
1996-05,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",107.2
1996-05,1996,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",132.6
1996-05,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",130.5
1996-05,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",133.3
1996-05,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",130.2
1996-05,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",133.1
1996-05,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
1996-05,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1996-05,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
1996-05,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1996-06,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",90.6
1996-06,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.8
1996-06,1996,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.4
1996-06,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",89.7
1996-06,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",89.5
1996-06,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",107
1996-06,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",107
1996-06,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",106.9
1996-06,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",107.2
1996-06,1996,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",132.6
1996-06,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",130.4
1996-06,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",133.1
1996-06,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",130.1
1996-06,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",133.1
1996-06,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
1996-06,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1996-06,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
1996-06,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1996-07,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",91
1996-07,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.9
1996-07,1996,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.3
1996-07,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",89.7
1996-07,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",89.5
1996-07,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",107
1996-07,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",107.5
1996-07,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",106.9
1996-07,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",107.4
1996-07,1996,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",132.9
1996-07,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",130.4
1996-07,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",133.7
1996-07,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",130
1996-07,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",133.4
1996-07,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
1996-07,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1996-07,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
1996-07,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1996-08,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",91.1
1996-08,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",91
1996-08,1996,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.4
1996-08,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",89.7
1996-08,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",89.6
1996-08,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",107
1996-08,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",107.6
1996-08,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",107
1996-08,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",107.5
1996-08,1996,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",133.2
1996-08,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",130.5
1996-08,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",133.8
1996-08,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",130.2
1996-08,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",133.5
1996-08,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
1996-08,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1996-08,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
1996-08,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1996-09,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",91.2
1996-09,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",91.1
1996-09,1996,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.4
1996-09,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",89.8
1996-09,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",89.7
1996-09,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",107.2
1996-09,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",107.7
1996-09,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",107.2
1996-09,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",107.6
1996-09,1996,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",133.7
1996-09,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",130.7
1996-09,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",134
1996-09,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",130.5
1996-09,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",133.7
1996-09,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
1996-09,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1996-09,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
1996-09,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1996-10,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",91.2
1996-10,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",91.1
1996-10,1996,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.6
1996-10,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",90
1996-10,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.1
1996-10,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",107.4
1996-10,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",107.7
1996-10,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",107.5
1996-10,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",107.6
1996-10,1996,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",133.7
1996-10,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",131
1996-10,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",134
1996-10,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",130.9
1996-10,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",133.8
1996-10,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
1996-10,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1996-10,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
1996-10,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1996-11,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",91.6
1996-11,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",91.5
1996-11,1996,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.7
1996-11,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",90.4
1996-11,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.4
1996-11,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",107.9
1996-11,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",108.2
1996-11,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",107.9
1996-11,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108.1
1996-11,1996,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",134.3
1996-11,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",131.5
1996-11,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",134.6
1996-11,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",131.5
1996-11,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",134.4
1996-11,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
1996-11,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1996-11,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
1996-11,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1996-12,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",91.6
1996-12,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",91.7
1996-12,1996,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.9
1996-12,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",90.3
1996-12,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.5
1996-12,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",107.8
1996-12,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",108.2
1996-12,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108
1996-12,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108.3
1996-12,1996,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",134.1
1996-12,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",131.5
1996-12,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",134.5
1996-12,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",131.6
1996-12,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",134.5
1996-12,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.1
1996-12,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.1
1996-12,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
1996-12,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.1
1997-01,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",91.6
1997-01,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",91.8
1997-01,1997,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.8
1997-01,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",90.5
1997-01,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.6
1997-01,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",108
1997-01,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",108.2
1997-01,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108.1
1997-01,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108.4
1997-01,1997,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",134.3
1997-01,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",131.8
1997-01,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",134.6
1997-01,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",131.6
1997-01,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",134.6
1997-01,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
1997-01,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.1
1997-01,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
1997-01,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1997-02,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",91.7
1997-02,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",91.8
1997-02,1997,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.7
1997-02,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",90.7
1997-02,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.7
1997-02,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",108.2
1997-02,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",108.3
1997-02,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108.3
1997-02,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108.4
1997-02,1997,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",134.6
1997-02,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",132
1997-02,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",134.7
1997-02,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",131.7
1997-02,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",134.4
1997-02,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
1997-02,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.1
1997-02,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
1997-02,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1997-03,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",92.1
1997-03,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",92
1997-03,1997,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.8
1997-03,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",90.8
1997-03,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.8
1997-03,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",108.4
1997-03,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",108.8
1997-03,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108.4
1997-03,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108.7
1997-03,1997,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",135
1997-03,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",132.3
1997-03,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",135.3
1997-03,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",131.9
1997-03,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",134.9
1997-03,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
1997-03,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.1
1997-03,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
1997-03,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1997-04,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",92.2
1997-04,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",92.2
1997-04,1997,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.8
1997-04,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",90.8
1997-04,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.8
1997-04,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",108.4
1997-04,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",108.9
1997-04,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108.4
1997-04,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108.9
1997-04,1997,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",135.3
1997-04,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",132.3
1997-04,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",135.5
1997-04,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",131.9
1997-04,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",135.1
1997-04,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
1997-04,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1997-04,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
1997-04,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1997-05,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",92.2
1997-05,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",92.2
1997-05,1997,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.7
1997-05,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",90.9
1997-05,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.8
1997-05,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",108.5
1997-05,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",108.9
1997-05,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108.4
1997-05,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108.9
1997-05,1997,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",135.4
1997-05,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",132.4
