date,year,region,measures,unit,index_value,percentage
1996-02,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",106.7,-6.70%
1996-02,1996,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",132,-32.00%
1996-02,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",129.2,-29.20%
1996-02,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",132.7,-32.70%
1996-02,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",128.9,-28.90%
1996-02,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",132.4,-32.40%
1996-02,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.2,0.20%
1996-02,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.1,0.10%
1996-02,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1996-02,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1996-03,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",90.5,9.50%
1996-03,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.4,9.60%
1996-03,1996,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.4,1.40%
1996-03,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",89.2,10.80%
1996-03,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",89.1,10.90%
1996-03,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",106.4,-6.40%
1996-03,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",106.9,-6.90%
1996-03,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",106.4,-6.40%
1996-03,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",106.8,-6.80%
1996-03,1996,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",132.3,-32.30%
1996-03,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",129.7,-29.70%
1996-03,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",133,-33.00%
1996-03,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",129.4,-29.40%
1996-03,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",132.7,-32.70%
1996-03,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1996-03,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1996-03,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1996-03,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1996-04,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",90.6,9.40%
1996-04,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.6,9.40%
1996-04,1996,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.3,1.30%
1996-04,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",89.4,10.60%
1996-04,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",89.3,10.70%
1996-04,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",106.7,-6.70%
1996-04,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",107,-7.00%
1996-04,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",106.7,-6.70%
1996-04,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",107,-7.00%
1996-04,1996,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",132.4,-32.40%
1996-04,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",130.1,-30.10%
1996-04,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",133.1,-33.10%
1996-04,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",129.9,-29.90%
1996-04,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",132.8,-32.80%
1996-04,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1996-04,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1996-04,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1996-04,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1996-05,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",90.8,9.20%
1996-05,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.8,9.20%
1996-05,1996,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.4,1.40%
1996-05,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",89.7,10.30%
1996-05,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",89.5,10.50%
1996-05,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",107,-7.00%
1996-05,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",107.2,-7.20%
1996-05,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",106.9,-6.90%
1996-05,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",107.2,-7.20%
1996-05,1996,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",132.6,-32.60%
1996-05,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",130.5,-30.50%
1996-05,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",133.3,-33.30%
1996-05,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",130.2,-30.20%
1996-05,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",133.1,-33.10%
1996-05,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1996-05,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1996-05,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1996-05,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1996-06,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",90.6,9.40%
1996-06,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.8,9.20%
1996-06,1996,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.4,1.40%
1996-06,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",89.7,10.30%
1996-06,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",89.5,10.50%
1996-06,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",107,-7.00%
1996-06,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",107,-7.00%
1996-06,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",106.9,-6.90%
1996-06,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",107.2,-7.20%
1996-06,1996,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",132.6,-32.60%
1996-06,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",130.4,-30.40%
1996-06,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",133.1,-33.10%
1996-06,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",130.1,-30.10%
1996-06,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",133.1,-33.10%
1996-06,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1996-06,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1996-06,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1996-06,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1996-07,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",91,9.00%
1996-07,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.9,9.10%
1996-07,1996,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.3,1.30%
1996-07,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",89.7,10.30%
1996-07,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",89.5,10.50%
1996-07,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",107,-7.00%
1996-07,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",107.5,-7.50%
1996-07,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",106.9,-6.90%
1996-07,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",107.4,-7.40%
1996-07,1996,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",132.9,-32.90%
1996-07,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",130.4,-30.40%
1996-07,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",133.7,-33.70%
1996-07,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",130,-30.00%
1996-07,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",133.4,-33.40%
1996-07,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1996-07,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1996-07,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1996-07,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1996-08,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",91.1,8.90%
1996-08,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",91,9.00%
1996-08,1996,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.4,1.40%
1996-08,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",89.7,10.30%
1996-08,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",89.6,10.40%
1996-08,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",107,-7.00%
1996-08,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",107.6,-7.60%
1996-08,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",107,-7.00%
1996-08,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",107.5,-7.50%
1996-08,1996,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",133.2,-33.20%
1996-08,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",130.5,-30.50%
1996-08,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",133.8,-33.80%
1996-08,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",130.2,-30.20%
1996-08,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",133.5,-33.50%
1996-08,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1996-08,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1996-08,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1996-08,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1996-09,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",91.2,8.80%
1996-09,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",91.1,8.90%
1996-09,1996,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.4,1.40%
1996-09,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",89.8,10.20%
1996-09,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",89.7,10.30%
1996-09,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",107.2,-7.20%
1996-09,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",107.7,-7.70%
1996-09,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",107.2,-7.20%
1996-09,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",107.6,-7.60%
1996-09,1996,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",133.7,-33.70%
1996-09,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",130.7,-30.70%
1996-09,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",134,-34.00%
1996-09,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",130.5,-30.50%
1996-09,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",133.7,-33.70%
1996-09,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1996-09,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1996-09,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1996-09,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1996-10,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",91.2,8.80%
1996-10,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",91.1,8.90%
1996-10,1996,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.6,1.60%
1996-10,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",90,10.00%
1996-10,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.1,9.90%
1996-10,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",107.4,-7.40%
1996-10,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",107.7,-7.70%
1996-10,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",107.5,-7.50%
1996-10,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",107.6,-7.60%
1996-10,1996,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",133.7,-33.70%
1996-10,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",131,-31.00%
1996-10,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",134,-34.00%
1996-10,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",130.9,-30.90%
1996-10,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",133.8,-33.80%
1996-10,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1996-10,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1996-10,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1996-10,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1996-11,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",91.6,8.40%
1996-11,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",91.5,8.50%
1996-11,1996,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.7,1.70%
1996-11,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",90.4,9.60%
1996-11,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.4,9.60%
1996-11,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",107.9,-7.90%
1996-11,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",108.2,-8.20%
1996-11,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",107.9,-7.90%
1996-11,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108.1,-8.10%
1996-11,1996,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",134.3,-34.30%
1996-11,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",131.5,-31.50%
1996-11,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",134.6,-34.60%
1996-11,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",131.5,-31.50%
1996-11,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",134.4,-34.40%
1996-11,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1996-11,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1996-11,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1996-11,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1996-12,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",91.6,8.40%
1996-12,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",91.7,8.30%
1996-12,1996,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.9,1.90%
1996-12,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",90.3,9.70%
1996-12,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.5,9.50%
1996-12,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",107.8,-7.80%
1996-12,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",108.2,-8.20%
1996-12,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108,-8.00%
1996-12,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108.3,-8.30%
1996-12,1996,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",134.1,-34.10%
1996-12,1996,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",131.5,-31.50%
1996-12,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",134.5,-34.50%
1996-12,1996,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",131.6,-31.60%
1996-12,1996,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",134.5,-34.50%
1996-12,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.1,0.10%
1996-12,1996,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.1,0.10%
1996-12,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1996-12,1996,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.1,0.10%
1997-01,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",91.6,8.40%
1997-01,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",91.8,8.20%
1997-01,1997,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.8,1.80%
1997-01,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",90.5,9.50%
1997-01,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.6,9.40%
1997-01,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",108,-8.00%
1997-01,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",108.2,-8.20%
1997-01,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108.1,-8.10%
1997-01,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108.4,-8.40%
1997-01,1997,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",134.3,-34.30%
1997-01,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",131.8,-31.80%
1997-01,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",134.6,-34.60%
1997-01,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",131.6,-31.60%
1997-01,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",134.6,-34.60%
1997-01,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1997-01,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.1,0.10%
1997-01,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1997-01,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1997-02,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",91.7,8.30%
1997-02,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",91.8,8.20%
1997-02,1997,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.7,1.70%
1997-02,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",90.7,9.30%
